datasourceId,sourceId,sourceType,outputFrequency,startOfPeriod,endOfPeriod,locationLatitude,locationLongitude,atmPressure24HourMean.productFamily,atmPressure24HourMean.qcAssessment,atmPressure24HourMean.raw,atmPressure24HourMean.reportedAccessoryId,atmPressure24HourMean.status,atmPressure24HourMean.value,bcAllSources24HourMean.productFamily,bcAllSources24HourMean.qcAssessment,bcAllSources24HourMean.raw,bcAllSources24HourMean.reportedAccessoryId,bcAllSources24HourMean.status,bcAllSources24HourMean.value,bcBiomass24HourMean.productFamily,bcBiomass24HourMean.qcAssessment,bcBiomass24HourMean.raw,bcBiomass24HourMean.reportedAccessoryId,bcBiomass24HourMean.status,bcBiomass24HourMean.value,bcFossilFuel24HourMean.productFamily,bcFossilFuel24HourMean.qcAssessment,bcFossilFuel24HourMean.raw,bcFossilFuel24HourMean.reportedAccessoryId,bcFossilFuel24HourMean.status,bcFossilFuel24HourMean.value,co2Conc24HourMean.productFamily,co2Conc24HourMean.qcAssessment,co2Conc24HourMean.raw,co2Conc24HourMean.reportedAccessoryId,co2Conc24HourMean.status,co2Conc24HourMean.value,coConc24HourMean.productFamily,coConc24HourMean.qcAssessment,coConc24HourMean.raw,coConc24HourMean.reportedAccessoryId,coConc24HourMean.status,coConc24HourMean.value,no2Conc24HourMean.productFamily,no2Conc24HourMean.qcAssessment,no2Conc24HourMean.raw,no2Conc24HourMean.reportedAccessoryId,no2Conc24HourMean.status,no2Conc24HourMean.value,noConc24HourMean.productFamily,noConc24HourMean.qcAssessment,noConc24HourMean.raw,noConc24HourMean.reportedAccessoryId,noConc24HourMean.status,noConc24HourMean.value,noxConc24HourMean.productFamily,noxConc24HourMean.qcAssessment,noxConc24HourMean.raw,noxConc24HourMean.reportedAccessoryId,noxConc24HourMean.status,noxConc24HourMean.value,o3Conc24HourMean.productFamily,o3Conc24HourMean.qcAssessment,o3Conc24HourMean.raw,o3Conc24HourMean.reportedAccessoryId,o3Conc24HourMean.status,o3Conc24HourMean.value,pm10ConcMass24HourMean.productFamily,pm10ConcMass24HourMean.qcAssessment,pm10ConcMass24HourMean.raw,pm10ConcMass24HourMean.reportedAccessoryId,pm10ConcMass24HourMean.status,pm10ConcMass24HourMean.value,pm10ConcMass24HourMeanUsEpaAqi.productFamily,pm10ConcMass24HourMeanUsEpaAqi.qcAssessment,pm10ConcMass24HourMeanUsEpaAqi.raw,pm10ConcMass24HourMeanUsEpaAqi.reportedAccessoryId,pm10ConcMass24HourMeanUsEpaAqi.status,pm10ConcMass24HourMeanUsEpaAqi.value,pm10ConcNum24HourMean.productFamily,pm10ConcNum24HourMean.qcAssessment,pm10ConcNum24HourMean.raw,pm10ConcNum24HourMean.reportedAccessoryId,pm10ConcNum24HourMean.status,pm10ConcNum24HourMean.value,pm1ConcMass24HourMean.productFamily,pm1ConcMass24HourMean.qcAssessment,pm1ConcMass24HourMean.raw,pm1ConcMass24HourMean.reportedAccessoryId,pm1ConcMass24HourMean.status,pm1ConcMass24HourMean.value,pm1ConcNum24HourMean.productFamily,pm1ConcNum24HourMean.qcAssessment,pm1ConcNum24HourMean.raw,pm1ConcNum24HourMean.reportedAccessoryId,pm1ConcNum24HourMean.status,pm1ConcNum24HourMean.value,pm2_5ConcMass24HourMean.productFamily,pm2_5ConcMass24HourMean.qcAssessment,pm2_5ConcMass24HourMean.raw,pm2_5ConcMass24HourMean.reportedAccessoryId,pm2_5ConcMass24HourMean.status,pm2_5ConcMass24HourMean.value,pm2_5ConcMass24HourMeanUsEpaAqi.productFamily,pm2_5ConcMass24HourMeanUsEpaAqi.qcAssessment,pm2_5ConcMass24HourMeanUsEpaAqi.raw,pm2_5ConcMass24HourMeanUsEpaAqi.reportedAccessoryId,pm2_5ConcMass24HourMeanUsEpaAqi.status,pm2_5ConcMass24HourMeanUsEpaAqi.value,pm2_5ConcNum24HourMean.productFamily,pm2_5ConcNum24HourMean.qcAssessment,pm2_5ConcNum24HourMean.raw,pm2_5ConcNum24HourMean.reportedAccessoryId,pm2_5ConcNum24HourMean.status,pm2_5ConcNum24HourMean.value,relHumidAmbient24HourMean.productFamily,relHumidAmbient24HourMean.qcAssessment,relHumidAmbient24HourMean.raw,relHumidAmbient24HourMean.reportedAccessoryId,relHumidAmbient24HourMean.status,relHumidAmbient24HourMean.value,relHumidInternal24HourMean.productFamily,relHumidInternal24HourMean.qcAssessment,relHumidInternal24HourMean.raw,relHumidInternal24HourMean.reportedAccessoryId,relHumidInternal24HourMean.status,relHumidInternal24HourMean.value,temperatureAmbient24HourMean.productFamily,temperatureAmbient24HourMean.qcAssessment,temperatureAmbient24HourMean.raw,temperatureAmbient24HourMean.reportedAccessoryId,temperatureAmbient24HourMean.status,temperatureAmbient24HourMean.value,temperatureInternal24HourMean.productFamily,temperatureInternal24HourMean.qcAssessment,temperatureInternal24HourMean.raw,temperatureInternal24HourMean.reportedAccessoryId,temperatureInternal24HourMean.status,temperatureInternal24HourMean.value,tspConcMass24HourMean.productFamily,tspConcMass24HourMean.qcAssessment,tspConcMass24HourMean.raw,tspConcMass24HourMean.reportedAccessoryId,tspConcMass24HourMean.status,tspConcMass24HourMean.value,windDirection24HourMean.productFamily,windDirection24HourMean.qcAssessment,windDirection24HourMean.raw,windDirection24HourMean.reportedAccessoryId,windDirection24HourMean.status,windDirection24HourMean.value,windSpeed24HourMean.productFamily,windSpeed24HourMean.qcAssessment,windSpeed24HourMean.raw,windSpeed24HourMean.reportedAccessoryId,windSpeed24HourMean.status,windSpeed24HourMean.value
DEUQJ0073,R2R137TB,REFERENCE_SITE,day,2024-10-11T00:00:00.000+00:00,2024-10-12T00:00:00.000+00:00,42.194401,-72.555603,,,1006,,reference-ready,1006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91,,reference-ready,2.91,,,2.3,,reference-ready,2.3,,,5.48,,reference-ready,5.48,,,20.43,,reference-ready,20.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,reference-ready,2,,,11,,reference-ready,11,,,,,,,,,,,,,,,,,,,,,11.4,,reference-ready,11.4,,,,,,,,,,,,,,,293.15,,reference-ready,293.15,,,1.62,,reference-ready,1.62
DFVWL6197,R4HNMCVW,REFERENCE_SITE,day,2024-10-11T00:00:00.000+00:00,2024-10-12T00:00:00.000+00:00,42.452299,-73.239648,,,980,,reference-ready,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.86,,reference-ready,5.86,,,2.14,,reference-ready,2.14,,,7.86,,reference-ready,7.86,,,12.57,,reference-ready,12.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11,,reference-ready,2.11,,,12,,reference-ready,12,,,,,,,,,,,,,,,,,,,,,6.3,,reference-ready,6.3,,,,,,,,,,,,,,,269.87,,reference-ready,269.87,,,1.21,,reference-ready,1.21
DUNVH1051,RFJR8LZJ,REFERENCE_SITE,day,2024-10-11T00:00:00.000+00:00,2024-10-12T00:00:00.000+00:00,42.120248,-72.58499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.14,,reference-ready,6.14,,,10.88,,reference-ready,10.88,,,17.02,,reference-ready,17.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37,,reference-ready,2.37,,,13,,reference-ready,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DARSM2019,AF64TV9R,CLARITY_NODE,day,2024-10-12T00:00:00.000+00:00,2024-10-13T00:00:00.000+00:00,42.45179,-73.25484,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,4.36,,calibrated-ready,23.37,node,,,,,,node,,,,,,ozone,,,,,,node,valid,10.01,,calibration-missing,,node,valid,9,,calibration-missing,,node,valid,11.4,,sensor-ready,11.4,node,valid,5.82,,calibration-missing,,node,valid,10.96,,sensor-ready,10.96,node,valid,9.14,,calibrated-ready,5.42,node,valid,51,,calibrated-ready,30,node,valid,11.33,,sensor-ready,11.33,wind,,,,,,node,valid,50.08,,sensor-ready,50.08,wind,,,,,,node,valid,15.95,,sensor-ready,15.95,node,,,,,,wind,,,,,,wind,,,,,
DBGKL8516,AGK79VTM,CLARITY_NODE,day,2024-10-12T00:00:00.000+00:00,2024-10-13T00:00:00.000+00:00,42.46803,-73.20072,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,7.06,,calibrated-ready,17.82,node,,,,,,node,,,,,,ozone,,,,,,node,valid,4.36,,calibration-missing,,node,valid,4,,calibration-missing,,node,valid,4.69,,sensor-ready,4.69,node,valid,2.07,,calibration-missing,,node,valid,4.52,,sensor-ready,4.52,node,valid,3.86,,calibrated-ready,3.43,node,valid,21,,calibrated-ready,19,node,valid,4.65,,sensor-ready,4.65,wind,,,,,,node,valid,53.41,,sensor-ready,53.41,wind,,,,,,node,valid,15.22,,sensor-ready,15.22,node,,,,,,wind,,,,,,wind,,,,,
DDTAU0510,AK639KKR,CLARITY_NODE,day,2024-10-12T00:00:00.000+00:00,2024-10-13T00:00:00.000+00:00,42.42506,-73.22515,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,9.66,,calibrated-ready,13.33,node,,,,,,node,,,,,,ozone,,,,,,node,valid,6.82,,calibration-missing,,node,valid,6,,calibration-missing,,node,valid,5.88,,sensor-ready,5.88,node,valid,3.18,,calibration-missing,,node,valid,5.63,,sensor-ready,5.63,node,valid,4.69,,calibrated-ready,3.69,node,valid,26,,calibrated-ready,20,node,valid,5.83,,sensor-ready,5.83,wind,,,,,,node,valid,56.49,,sensor-ready,56.49,wind,,,,,,node,valid,14.42,,sensor-ready,14.42,node,,,,,,wind,,,,,,wind,,,,,
DJFKW1483,ANWQJL6T,CLARITY_NODE,day,2024-10-12T00:00:00.000+00:00,2024-10-13T00:00:00.000+00:00,42.42689,-73.28892,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,9.08,,calibrated-ready,18.9,node,,,,,,node,,,,,,ozone,,,,,,node,valid,8.81,,calibration-missing,,node,valid,7,,calibration-missing,,node,valid,5.75,,sensor-ready,5.75,node,valid,2.4,,calibration-missing,,node,valid,5.53,,sensor-ready,5.53,node,valid,3.44,,calibrated-ready,3.61,node,valid,19,,calibrated-ready,20,node,valid,5.67,,sensor-ready,5.67,wind,,,,,,node,valid,58.29,,sensor-ready,58.29,wind,,,,,,node,valid,13.56,,sensor-ready,13.56,node,,,,,,wind,,,,,,wind,,,,,
DKWAZ4010,AKR3XP4V,CLARITY_NODE,day,2024-10-12T00:00:00.000+00:00,2024-10-13T00:00:00.000+00:00,42.45855,-73.22086,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,8.02,,calibrated-ready,17.51,node,,,,,,node,,,,,,ozone,,,,,,node,valid,8.6,,calibration-missing,,node,valid,7,,calibration-missing,,node,valid,7.88,,sensor-ready,7.88,node,valid,4.33,,calibration-missing,,node,valid,7.56,,sensor-ready,7.56,node,valid,6.27,,calibrated-ready,4.4,node,valid,34,,calibrated-ready,24,node,valid,7.82,,sensor-ready,7.82,wind,,,,,,node,valid,50.91,,sensor-ready,50.91,wind,,,,,,node,valid,15.84,,sensor-ready,15.84,node,,,,,,wind,,,,,,wind,,,,,
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,day,2024-10-12T00:00:00.000+00:00,2024-10-13T00:00:00.000+00:00,42.42171656,-73.20349336,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,5.16,,calibrated-ready,21.95,node,,,,,,node,,,,,,ozone,,,,,,node,valid,5.31,,calibration-missing,,node,valid,5,,calibration-missing,,node,valid,5.78,,sensor-ready,5.78,node,valid,2.8,,calibration-missing,,node,valid,5.55,,sensor-ready,5.55,node,valid,4.74,,calibrated-ready,3.69,node,valid,26,,calibrated-ready,20,node,valid,5.73,,sensor-ready,5.73,wind,,,,,,node,valid,55.72,,sensor-ready,55.72,wind,,,,,,node,valid,14.71,,sensor-ready,14.71,node,,,,,,wind,,,,,,wind,,,,,
DMTLY7351,AXGPYFJ7,CLARITY_NODE,day,2024-10-12T00:00:00.000+00:00,2024-10-13T00:00:00.000+00:00,42.45301464,-73.26174029,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,1.61,,calibrated-ready,10.06,node,,,,,,node,,,,,,ozone,,,,,,node,valid,11.76,,calibration-missing,,node,valid,10,,calibration-missing,,node,valid,9.6,,sensor-ready,9.6,node,valid,5.81,,calibration-missing,,node,valid,9.2,,sensor-ready,9.2,node,valid,8.29,,calibrated-ready,4.63,node,valid,46,,calibrated-ready,26,node,valid,9.52,,sensor-ready,9.52,wind,,,,,,node,valid,61.47,,sensor-ready,61.47,wind,,,,,,node,valid,12.91,,sensor-ready,12.91,node,,,,,,wind,,,,,,wind,,,,,
DSHNM8883,AF9TLJ9M,CLARITY_NODE,day,2024-10-12T00:00:00.000+00:00,2024-10-13T00:00:00.000+00:00,42.45658,-73.2441,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,11.37,,calibrated-ready,12.92,node,,,,,,node,,,,,,ozone,,,,,,node,valid,8.78,,calibration-missing,,node,valid,7,,calibration-missing,,node,valid,7.33,,sensor-ready,7.33,node,valid,4.08,,calibration-missing,,node,valid,7.03,,sensor-ready,7.03,node,valid,5.89,,calibrated-ready,4.24,node,valid,32,,calibrated-ready,23,node,valid,7.26,,sensor-ready,7.26,wind,,,,,,node,valid,51.04,,sensor-ready,51.04,wind,,,,,,node,valid,15.43,,sensor-ready,15.43,node,,,,,,wind,,,,,,wind,,,,,
DXXHJ4229,A3F7VX67,CLARITY_NODE,day,2024-10-12T00:00:00.000+00:00,2024-10-13T00:00:00.000+00:00,42.44963,-73.25216,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,2.24,,calibrated-ready,16.7,node,,,,,,node,,,,,,ozone,,,,,,node,valid,1.85,,calibration-missing,,node,valid,1,,calibration-missing,,node,valid,1.94,,sensor-ready,1.94,node,valid,0.22,,calibration-missing,,node,valid,1.82,,sensor-ready,1.82,node,valid,1.52,,calibrated-ready,2.67,node,valid,8,,calibrated-ready,14,node,valid,1.88,,sensor-ready,1.88,wind,,,,,,node,valid,52.03,,sensor-ready,52.03,wind,,,,,,node,valid,15.19,,sensor-ready,15.19,node,,,,,,wind,,,,,,wind,,,,,
DYYDT1778,AHPXW4TJ,CLARITY_NODE,day,2024-10-12T00:00:00.000+00:00,2024-10-13T00:00:00.000+00:00,42.120165,-72.585155,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,12.6,,calibrated-ready,24.36,node,,,,,,node,,,,,,ozone,,,,,,node,valid,3.43,,calibration-missing,,node,valid,3,,calibration-missing,,node,valid,3.33,,sensor-ready,3.33,node,valid,1.09,,calibration-missing,,node,valid,3.18,,sensor-ready,3.18,node,valid,2.68,,calibrated-ready,3.12,node,valid,14,,calibrated-ready,17,node,valid,3.29,,sensor-ready,3.29,wind,,,,,,node,valid,50.24,,sensor-ready,50.24,wind,,,,,,node,valid,15.93,,sensor-ready,15.93,node,,,,,,wind,,,,,,wind,,,,,
DEUQJ0073,R2R137TB,REFERENCE_SITE,day,2024-10-12T00:00:00.000+00:00,2024-10-13T00:00:00.000+00:00,42.194401,-72.555603,,,1000,,reference-ready,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.71,,reference-ready,4.71,,,0.17,,reference-ready,0.17,,,5.17,,reference-ready,5.17,,,27.67,,reference-ready,27.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55,,reference-ready,3.55,,,19,,reference-ready,19,,,,,,,,,,,,,,,,,,,,,14.7,,reference-ready,14.7,,,,,,,,,,,,,,,281.73,,reference-ready,281.73,,,2.23,,reference-ready,2.23
DFVWL6197,R4HNMCVW,REFERENCE_SITE,day,2024-10-12T00:00:00.000+00:00,2024-10-13T00:00:00.000+00:00,42.452299,-73.239648,,,974,,reference-ready,974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.84,,reference-ready,2.84,,,0.63,,reference-ready,0.63,,,3.63,,reference-ready,3.63,,,33.32,,reference-ready,33.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.05,,reference-ready,4.05,,,22,,reference-ready,22,,,,,,,,,,,,,,,,,,,,,14.6,,reference-ready,14.6,,,,,,,,,,,,,,,266.53,,reference-ready,266.53,,,3.25,,reference-ready,3.25
DUNVH1051,RFJR8LZJ,REFERENCE_SITE,day,2024-10-12T00:00:00.000+00:00,2024-10-13T00:00:00.000+00:00,42.120248,-72.58499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.94,,reference-ready,8.94,,,2.55,,reference-ready,2.55,,,11.48,,reference-ready,11.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68,,reference-ready,3.68,,,20,,reference-ready,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DARSM2019,AF64TV9R,CLARITY_NODE,day,2024-10-13T00:00:00.000+00:00,2024-10-14T00:00:00.000+00:00,42.45179,-73.25484,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,4.59,,calibrated-ready,14.34,node,,,,,,node,,,,,,ozone,,,,,,node,valid,5.1,,calibration-missing,,node,valid,5,,calibration-missing,,node,valid,5.65,,sensor-ready,5.65,node,valid,2.29,,calibration-missing,,node,valid,5.44,,sensor-ready,5.44,node,valid,4.57,,calibrated-ready,3.37,node,valid,25,,calibrated-ready,18,node,valid,5.6,,sensor-ready,5.6,wind,,,,,,node,valid,67.29,,sensor-ready,67.29,wind,,,,,,node,valid,8.07,,sensor-ready,8.07,node,,,,,,wind,,,,,,wind,,,,,
DBGKL8516,AGK79VTM,CLARITY_NODE,day,2024-10-13T00:00:00.000+00:00,2024-10-14T00:00:00.000+00:00,42.46803,-73.20072,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,9.87,,calibrated-ready,10.22,node,,,,,,node,,,,,,ozone,,,,,,node,valid,2.32,,calibration-missing,,node,valid,2,,calibration-missing,,node,valid,2.49,,sensor-ready,2.49,node,valid,0.48,,calibration-missing,,node,valid,2.39,,sensor-ready,2.39,node,valid,1.95,,calibrated-ready,2.4,node,valid,11,,calibrated-ready,13,node,valid,2.45,,sensor-ready,2.45,wind,,,,,,node,valid,69.89,,sensor-ready,69.89,wind,,,,,,node,valid,7.75,,sensor-ready,7.75,node,,,,,,wind,,,,,,wind,,,,,
DDTAU0510,AK639KKR,CLARITY_NODE,day,2024-10-13T00:00:00.000+00:00,2024-10-14T00:00:00.000+00:00,42.42506,-73.22515,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,30.32,,calibrated-ready,15.01,node,,,,,,node,,,,,,ozone,,,,,,node,valid,4.36,,calibration-missing,,node,valid,4,,calibration-missing,,node,valid,3.4,,sensor-ready,3.4,node,valid,1.1,,calibration-missing,,node,valid,3.25,,sensor-ready,3.25,node,valid,2.16,,calibrated-ready,2.54,node,valid,12,,calibrated-ready,14,node,valid,3.36,,sensor-ready,3.36,wind,,,,,,node,valid,75.25,,sensor-ready,75.25,wind,,,,,,node,valid,6.58,,sensor-ready,6.58,node,,,,,,wind,,,,,,wind,,,,,
DJFKW1483,ANWQJL6T,CLARITY_NODE,day,2024-10-13T00:00:00.000+00:00,2024-10-14T00:00:00.000+00:00,42.42689,-73.28892,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,17.54,,calibrated-ready,11.59,node,,,,,,node,,,,,,ozone,,,,,,node,valid,9.27,,calibration-missing,,node,valid,8,,calibration-missing,,node,valid,3.93,,sensor-ready,3.93,node,valid,1.38,,calibration-missing,,node,valid,3.74,,sensor-ready,3.74,node,valid,2.43,,calibrated-ready,2.51,node,valid,13,,calibrated-ready,14,node,valid,3.85,,sensor-ready,3.85,wind,,,,,,node,valid,82.42,,sensor-ready,82.42,wind,,,,,,node,valid,5.54,,sensor-ready,5.54,node,,,,,,wind,,,,,,wind,,,,,
DKWAZ4010,AKR3XP4V,CLARITY_NODE,day,2024-10-13T00:00:00.000+00:00,2024-10-14T00:00:00.000+00:00,42.45855,-73.22086,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,18.65,,calibrated-ready,28.4,node,,,,,,node,,,,,,ozone,,,,,,node,valid,4.74,,calibration-missing,,node,valid,4,,calibration-missing,,node,valid,4.15,,sensor-ready,4.15,node,valid,1.44,,calibration-missing,,node,valid,3.98,,sensor-ready,3.98,node,valid,2.57,,calibrated-ready,2.98,node,valid,14,,calibrated-ready,16,node,valid,4.1,,sensor-ready,4.1,wind,,,,,,node,valid,65.64,,sensor-ready,65.64,wind,,,,,,node,valid,8.59,,sensor-ready,8.59,node,,,,,,wind,,,,,,wind,,,,,
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,day,2024-10-13T00:00:00.000+00:00,2024-10-14T00:00:00.000+00:00,42.42171656,-73.20349336,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,11.73,,calibrated-ready,14.04,node,,,,,,node,,,,,,ozone,,,,,,node,valid,3.63,,calibration-missing,,node,valid,3,,calibration-missing,,node,valid,3.64,,sensor-ready,3.64,node,valid,1.23,,calibration-missing,,node,valid,3.49,,sensor-ready,3.49,node,valid,3.18,,calibrated-ready,2.58,node,valid,17,,calibrated-ready,14,node,valid,3.6,,sensor-ready,3.6,wind,,,,,,node,valid,76.3,,sensor-ready,76.3,wind,,,,,,node,valid,5.22,,sensor-ready,5.22,node,,,,,,wind,,,,,,wind,,,,,
DMTLY7351,AXGPYFJ7,CLARITY_NODE,day,2024-10-13T00:00:00.000+00:00,2024-10-14T00:00:00.000+00:00,42.45301464,-73.26174029,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,14.29,,calibrated-ready,16.93,node,,,,,,node,,,,,,ozone,,,,,,node,valid,6.66,,calibration-missing,,node,valid,6,,calibration-missing,,node,valid,5.09,,sensor-ready,5.09,node,valid,2.26,,calibration-missing,,node,valid,4.88,,sensor-ready,4.88,node,valid,3.71,,calibrated-ready,2.95,node,valid,21,,calibrated-ready,16,node,valid,5.04,,sensor-ready,5.04,wind,,,,,,node,valid,78.03,,sensor-ready,78.03,wind,,,,,,node,valid,6.36,,sensor-ready,6.36,node,,,,,,wind,,,,,,wind,,,,,
DSHNM8883,AF9TLJ9M,CLARITY_NODE,day,2024-10-13T00:00:00.000+00:00,2024-10-14T00:00:00.000+00:00,42.45658,-73.2441,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,14.33,,calibrated-ready,10.78,node,,,,,,node,,,,,,ozone,,,,,,node,valid,6.56,,calibration-missing,,node,valid,6,,calibration-missing,,node,valid,4.69,,sensor-ready,4.69,node,valid,2.1,,calibration-missing,,node,valid,4.5,,sensor-ready,4.5,node,valid,3.44,,calibrated-ready,3.07,node,valid,19,,calibrated-ready,17,node,valid,4.64,,sensor-ready,4.64,wind,,,,,,node,valid,68.4,,sensor-ready,68.4,wind,,,,,,node,valid,7.99,,sensor-ready,7.99,node,,,,,,wind,,,,,,wind,,,,,
DXXHJ4229,A3F7VX67,CLARITY_NODE,day,2024-10-13T00:00:00.000+00:00,2024-10-14T00:00:00.000+00:00,42.44963,-73.25216,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,6.84,,calibrated-ready,14.37,node,,,,,,node,,,,,,ozone,,,,,,node,valid,2.18,,calibration-missing,,node,valid,2,,calibration-missing,,node,valid,1.72,,sensor-ready,1.72,node,valid,0.09,,calibration-missing,,node,valid,1.59,,sensor-ready,1.59,node,valid,1.78,,calibrated-ready,2.23,node,valid,9,,calibrated-ready,12,node,valid,1.65,,sensor-ready,1.65,wind,,,,,,node,valid,67.56,,sensor-ready,67.56,wind,,,,,,node,valid,8.03,,sensor-ready,8.03,node,,,,,,wind,,,,,,wind,,,,,
DYYDT1778,AHPXW4TJ,CLARITY_NODE,day,2024-10-13T00:00:00.000+00:00,2024-10-14T00:00:00.000+00:00,42.120165,-72.585155,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,19.86,,calibrated-ready,16.02,node,,,,,,node,,,,,,ozone,,,,,,node,valid,4.71,,calibration-missing,,node,valid,4,,calibration-missing,,node,valid,3.48,,sensor-ready,3.48,node,valid,1.16,,calibration-missing,,node,valid,3.31,,sensor-ready,3.31,node,valid,3.32,,calibrated-ready,2.63,node,valid,18,,calibrated-ready,14,node,valid,3.43,,sensor-ready,3.43,wind,,,,,,node,valid,72.44,,sensor-ready,72.44,wind,,,,,,node,valid,8.22,,sensor-ready,8.22,node,,,,,,wind,,,,,,wind,,,,,
DEUQJ0073,R2R137TB,REFERENCE_SITE,day,2024-10-13T00:00:00.000+00:00,2024-10-14T00:00:00.000+00:00,42.194401,-72.555603,,,1004,,reference-ready,1004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52,,reference-ready,2.52,,,0.43,,reference-ready,0.43,,,3.05,,reference-ready,3.05,,,17.91,,reference-ready,17.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,,reference-ready,2.78,,,15,,reference-ready,15,,,,,,,,,,,,,,,,,,,,,6.8,,reference-ready,6.8,,,,,,,,,,,,,,,352.91,,reference-ready,352.91,,,1.27,,reference-ready,1.27
DFVWL6197,R4HNMCVW,REFERENCE_SITE,day,2024-10-13T00:00:00.000+00:00,2024-10-14T00:00:00.000+00:00,42.452299,-73.239648,,,976,,reference-ready,976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,reference-ready,5.5,,,1.2,,reference-ready,1.2,,,6.8,,reference-ready,6.8,,,16.91,,reference-ready,16.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.96,,reference-ready,2.96,,,16,,reference-ready,16,,,,,,,,,,,,,,,,,,,,,5.9,,reference-ready,5.9,,,,,,,,,,,,,,,48.35,,reference-ready,48.35,,,0.62,,reference-ready,0.62
DUNVH1051,RFJR8LZJ,REFERENCE_SITE,day,2024-10-13T00:00:00.000+00:00,2024-10-14T00:00:00.000+00:00,42.120248,-72.58499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,,reference-ready,10.9,,,3.28,,reference-ready,3.28,,,14.2,,reference-ready,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,reference-ready,4.5,,,25,,reference-ready,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
