datasourceId,sourceId,sourceType,outputFrequency,startOfPeriod,endOfPeriod,locationLatitude,locationLongitude,atmPressure24HourMean.productFamily,atmPressure24HourMean.qcAssessment,atmPressure24HourMean.raw,atmPressure24HourMean.reportedAccessoryId,atmPressure24HourMean.status,atmPressure24HourMean.value,bcAllSources24HourMean.productFamily,bcAllSources24HourMean.qcAssessment,bcAllSources24HourMean.raw,bcAllSources24HourMean.reportedAccessoryId,bcAllSources24HourMean.status,bcAllSources24HourMean.value,bcBiomass24HourMean.productFamily,bcBiomass24HourMean.qcAssessment,bcBiomass24HourMean.raw,bcBiomass24HourMean.reportedAccessoryId,bcBiomass24HourMean.status,bcBiomass24HourMean.value,bcFossilFuel24HourMean.productFamily,bcFossilFuel24HourMean.qcAssessment,bcFossilFuel24HourMean.raw,bcFossilFuel24HourMean.reportedAccessoryId,bcFossilFuel24HourMean.status,bcFossilFuel24HourMean.value,co2Conc24HourMean.productFamily,co2Conc24HourMean.qcAssessment,co2Conc24HourMean.raw,co2Conc24HourMean.reportedAccessoryId,co2Conc24HourMean.status,co2Conc24HourMean.value,coConc24HourMean.productFamily,coConc24HourMean.qcAssessment,coConc24HourMean.raw,coConc24HourMean.reportedAccessoryId,coConc24HourMean.status,coConc24HourMean.value,no2Conc24HourMean.productFamily,no2Conc24HourMean.qcAssessment,no2Conc24HourMean.raw,no2Conc24HourMean.reportedAccessoryId,no2Conc24HourMean.status,no2Conc24HourMean.value,noConc24HourMean.productFamily,noConc24HourMean.qcAssessment,noConc24HourMean.raw,noConc24HourMean.reportedAccessoryId,noConc24HourMean.status,noConc24HourMean.value,noxConc24HourMean.productFamily,noxConc24HourMean.qcAssessment,noxConc24HourMean.raw,noxConc24HourMean.reportedAccessoryId,noxConc24HourMean.status,noxConc24HourMean.value,o3Conc24HourMean.productFamily,o3Conc24HourMean.qcAssessment,o3Conc24HourMean.raw,o3Conc24HourMean.reportedAccessoryId,o3Conc24HourMean.status,o3Conc24HourMean.value,pm10ConcMass24HourMean.productFamily,pm10ConcMass24HourMean.qcAssessment,pm10ConcMass24HourMean.raw,pm10ConcMass24HourMean.reportedAccessoryId,pm10ConcMass24HourMean.status,pm10ConcMass24HourMean.value,pm10ConcMass24HourMeanUsEpaAqi.productFamily,pm10ConcMass24HourMeanUsEpaAqi.qcAssessment,pm10ConcMass24HourMeanUsEpaAqi.raw,pm10ConcMass24HourMeanUsEpaAqi.reportedAccessoryId,pm10ConcMass24HourMeanUsEpaAqi.status,pm10ConcMass24HourMeanUsEpaAqi.value,pm10ConcNum24HourMean.productFamily,pm10ConcNum24HourMean.qcAssessment,pm10ConcNum24HourMean.raw,pm10ConcNum24HourMean.reportedAccessoryId,pm10ConcNum24HourMean.status,pm10ConcNum24HourMean.value,pm1ConcMass24HourMean.productFamily,pm1ConcMass24HourMean.qcAssessment,pm1ConcMass24HourMean.raw,pm1ConcMass24HourMean.reportedAccessoryId,pm1ConcMass24HourMean.status,pm1ConcMass24HourMean.value,pm1ConcNum24HourMean.productFamily,pm1ConcNum24HourMean.qcAssessment,pm1ConcNum24HourMean.raw,pm1ConcNum24HourMean.reportedAccessoryId,pm1ConcNum24HourMean.status,pm1ConcNum24HourMean.value,pm2_5ConcMass24HourMean.productFamily,pm2_5ConcMass24HourMean.qcAssessment,pm2_5ConcMass24HourMean.raw,pm2_5ConcMass24HourMean.reportedAccessoryId,pm2_5ConcMass24HourMean.status,pm2_5ConcMass24HourMean.value,pm2_5ConcMass24HourMeanUsEpaAqi.productFamily,pm2_5ConcMass24HourMeanUsEpaAqi.qcAssessment,pm2_5ConcMass24HourMeanUsEpaAqi.raw,pm2_5ConcMass24HourMeanUsEpaAqi.reportedAccessoryId,pm2_5ConcMass24HourMeanUsEpaAqi.status,pm2_5ConcMass24HourMeanUsEpaAqi.value,pm2_5ConcNum24HourMean.productFamily,pm2_5ConcNum24HourMean.qcAssessment,pm2_5ConcNum24HourMean.raw,pm2_5ConcNum24HourMean.reportedAccessoryId,pm2_5ConcNum24HourMean.status,pm2_5ConcNum24HourMean.value,relHumidAmbient24HourMean.productFamily,relHumidAmbient24HourMean.qcAssessment,relHumidAmbient24HourMean.raw,relHumidAmbient24HourMean.reportedAccessoryId,relHumidAmbient24HourMean.status,relHumidAmbient24HourMean.value,relHumidInternal24HourMean.productFamily,relHumidInternal24HourMean.qcAssessment,relHumidInternal24HourMean.raw,relHumidInternal24HourMean.reportedAccessoryId,relHumidInternal24HourMean.status,relHumidInternal24HourMean.value,temperatureAmbient24HourMean.productFamily,temperatureAmbient24HourMean.qcAssessment,temperatureAmbient24HourMean.raw,temperatureAmbient24HourMean.reportedAccessoryId,temperatureAmbient24HourMean.status,temperatureAmbient24HourMean.value,temperatureInternal24HourMean.productFamily,temperatureInternal24HourMean.qcAssessment,temperatureInternal24HourMean.raw,temperatureInternal24HourMean.reportedAccessoryId,temperatureInternal24HourMean.status,temperatureInternal24HourMean.value,tspConcMass24HourMean.productFamily,tspConcMass24HourMean.qcAssessment,tspConcMass24HourMean.raw,tspConcMass24HourMean.reportedAccessoryId,tspConcMass24HourMean.status,tspConcMass24HourMean.value,windDirection24HourMean.productFamily,windDirection24HourMean.qcAssessment,windDirection24HourMean.raw,windDirection24HourMean.reportedAccessoryId,windDirection24HourMean.status,windDirection24HourMean.value,windSpeed24HourMean.productFamily,windSpeed24HourMean.qcAssessment,windSpeed24HourMean.raw,windSpeed24HourMean.reportedAccessoryId,windSpeed24HourMean.status,windSpeed24HourMean.value
DSHNM8883,AF9TLJ9M,CLARITY_NODE,day,2024-04-03T00:00:00.000+00:00,2024-04-04T00:00:00.000+00:00,42.45658,-73.2441,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,10.54,,calibrated-ready,8.71,node,,,,,,node,,,,,,ozone,,,,,,node,valid,6.66,,calibration-missing,,node,valid,6,,calibration-missing,,node,valid,4.23,,sensor-ready,4.23,node,valid,1.97,,calibration-missing,,node,valid,4.03,,sensor-ready,4.03,node,valid,3.47,,calibrated-ready,2.78,node,valid,19,,calibrated-ready,15,node,valid,4.18,,sensor-ready,4.18,wind,,,,,,node,valid,74.76,,sensor-ready,74.76,wind,,,,,,node,valid,4.12,,sensor-ready,4.12,node,,,,,,wind,,,,,,wind,,,,,
DXXHJ4229,A3F7VX67,CLARITY_NODE,day,2024-04-03T00:00:00.000+00:00,2024-04-04T00:00:00.000+00:00,42.44963,-73.25216,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,5.97,,calibrated-ready,12.87,node,,,,,,node,,,,,,ozone,,,,,,node,valid,6.42,,calibration-missing,,node,valid,6,,calibration-missing,,node,valid,4.39,,sensor-ready,4.39,node,valid,1.73,,calibration-missing,,node,valid,4.15,,sensor-ready,4.15,node,valid,5.22,,calibrated-ready,2.77,node,valid,29,,calibrated-ready,15,node,valid,4.31,,sensor-ready,4.31,wind,,,,,,node,valid,76.85,,sensor-ready,76.85,wind,,,,,,node,valid,3.57,,sensor-ready,3.57,node,,,,,,wind,,,,,,wind,,,,,
DYYDT1778,AHPXW4TJ,CLARITY_NODE,day,2024-04-03T00:00:00.000+00:00,2024-04-04T00:00:00.000+00:00,42.120165,-72.585155,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,13.45,,calibrated-ready,11.02,node,,,,,,node,,,,,,ozone,,,,,,node,valid,11.42,,calibration-missing,,node,valid,10,,calibration-missing,,node,valid,7.45,,sensor-ready,7.45,node,valid,4.57,,calibration-missing,,node,valid,7.06,,sensor-ready,7.06,node,valid,9.19,,calibrated-ready,3.58,node,valid,51,,calibrated-ready,19,node,valid,7.37,,sensor-ready,7.37,wind,,,,,,node,valid,79.82,,sensor-ready,79.82,wind,,,,,,node,valid,4.92,,sensor-ready,4.92,node,,,,,,wind,,,,,,wind,,,,,
DEUQJ0073,R2R137TB,REFERENCE_SITE,day,2024-04-03T00:00:00.000+00:00,2024-04-04T00:00:00.000+00:00,42.194401,-72.555603,,,1002,,reference-ready,1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79,,reference-ready,1.79,,,0.08,,reference-ready,0.08,,,1.96,,reference-ready,1.96,,,34.62,,reference-ready,34.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32,,reference-ready,3.32,,,18,,reference-ready,18,,,,,,,,,,,,,,,,,,,,,4,,reference-ready,4,,,,,,,,,,,,,,,60.01,,reference-ready,60.01,,,3.3,,reference-ready,3.3
DFVWL6197,R4HNMCVW,REFERENCE_SITE,day,2024-04-03T00:00:00.000+00:00,2024-04-04T00:00:00.000+00:00,42.452299,-73.239648,,,972,,reference-ready,972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88,,reference-ready,2.88,,,1.58,,reference-ready,1.58,,,4.71,,reference-ready,4.71,,,37.88,,reference-ready,37.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,,reference-ready,2.58,,,14,,reference-ready,14,,,,,,,,,,,,,,,,,,,,,2.7,,reference-ready,2.7,,,,,,,,,,,,,,,73.1,,reference-ready,73.1,,,4.54,,reference-ready,4.54
DUNVH1051,RFJR8LZJ,REFERENCE_SITE,day,2024-04-03T00:00:00.000+00:00,2024-04-04T00:00:00.000+00:00,42.120248,-72.58499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.21,,reference-ready,8.21,,,4.17,,reference-ready,4.17,,,12.21,,reference-ready,12.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.67,,reference-ready,4.67,,,26,,reference-ready,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DARSM2019,AF64TV9R,CLARITY_NODE,day,2024-04-04T00:00:00.000+00:00,2024-04-05T00:00:00.000+00:00,42.45179,-73.25484,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,1.22,,calibrated-ready,13.26,node,,,,,,node,,,,,,ozone,,,,,,node,valid,1,,calibration-missing,,node,valid,1,,calibration-missing,,node,valid,0.72,,sensor-ready,0.72,node,valid,0.02,,calibration-missing,,node,valid,0.67,,sensor-ready,0.67,node,valid,0.88,,calibrated-ready,1.75,node,valid,4,,calibrated-ready,9,node,valid,0.69,,sensor-ready,0.69,wind,,,,,,node,valid,75.93,,sensor-ready,75.93,wind,,,,,,node,valid,2.79,,sensor-ready,2.79,node,,,,,,wind,,,,,,wind,,,,,
DBGKL8516,AGK79VTM,CLARITY_NODE,day,2024-04-04T00:00:00.000+00:00,2024-04-05T00:00:00.000+00:00,42.46803,-73.20072,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,6.38,,calibrated-ready,9.05,node,,,,,,node,,,,,,ozone,,,,,,node,valid,1.02,,calibration-missing,,node,valid,1,,calibration-missing,,node,valid,0.5,,sensor-ready,0.5,node,valid,0,,calibration-missing,,node,valid,0.45,,sensor-ready,0.45,node,valid,0.94,,calibrated-ready,1.62,node,valid,5,,calibrated-ready,9,node,valid,0.46,,sensor-ready,0.46,wind,,,,,,node,valid,78.93,,sensor-ready,78.93,wind,,,,,,node,valid,2.22,,sensor-ready,2.22,node,,,,,,wind,,,,,,wind,,,,,
DDTAU0510,AK639KKR,CLARITY_NODE,day,2024-04-04T00:00:00.000+00:00,2024-04-05T00:00:00.000+00:00,42.42506,-73.22515,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,12.08,,calibrated-ready,11.25,node,,,,,,node,,,,,,ozone,,,,,,node,valid,1.42,,calibration-missing,,node,valid,1,,calibration-missing,,node,valid,0.35,,sensor-ready,0.35,node,valid,0,,calibration-missing,,node,valid,0.31,,sensor-ready,0.31,node,valid,0.01,,calibrated-ready,1.61,node,valid,0,,calibrated-ready,9,node,valid,0.32,,sensor-ready,0.32,wind,,,,,,node,valid,77.73,,sensor-ready,77.73,wind,,,,,,node,valid,2.62,,sensor-ready,2.62,node,,,,,,wind,,,,,,wind,,,,,
DJFKW1483,ANWQJL6T,CLARITY_NODE,day,2024-04-04T00:00:00.000+00:00,2024-04-05T00:00:00.000+00:00,42.42689,-73.28892,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,8.9,,calibrated-ready,13.27,node,,,,,,node,,,,,,ozone,,,,,,node,valid,5.22,,calibration-missing,,node,valid,5,,calibration-missing,,node,valid,0.54,,sensor-ready,0.54,node,valid,0,,calibration-missing,,node,valid,0.47,,sensor-ready,0.47,node,valid,0,,calibrated-ready,1.52,node,valid,0,,calibrated-ready,8,node,valid,0.48,,sensor-ready,0.48,wind,,,,,,node,valid,83.44,,sensor-ready,83.44,wind,,,,,,node,valid,1.17,,sensor-ready,1.17,node,,,,,,wind,,,,,,wind,,,,,
DKWAZ4010,AKR3XP4V,CLARITY_NODE,day,2024-04-04T00:00:00.000+00:00,2024-04-05T00:00:00.000+00:00,42.45855,-73.22086,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,4.85,,calibrated-ready,7.49,node,,,,,,node,,,,,,ozone,,,,,,node,valid,1.42,,calibration-missing,,node,valid,1,,calibration-missing,,node,valid,0.42,,sensor-ready,0.42,node,valid,0.01,,calibration-missing,,node,valid,0.38,,sensor-ready,0.38,node,valid,0.03,,calibrated-ready,1.73,node,valid,0,,calibrated-ready,9,node,valid,0.39,,sensor-ready,0.39,wind,,,,,,node,valid,73.42,,sensor-ready,73.42,wind,,,,,,node,valid,2.96,,sensor-ready,2.96,node,,,,,,wind,,,,,,wind,,,,,
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,day,2024-04-04T00:00:00.000+00:00,2024-04-05T00:00:00.000+00:00,42.42171656,-73.20349336,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,7.17,,calibrated-ready,10.96,node,,,,,,node,,,,,,ozone,,,,,,node,valid,0.8,,calibration-missing,,node,valid,0,,calibration-missing,,node,valid,0.37,,sensor-ready,0.37,node,valid,0,,calibration-missing,,node,valid,0.34,,sensor-ready,0.34,node,valid,0.79,,calibrated-ready,1.66,node,valid,4,,calibrated-ready,9,node,valid,0.34,,sensor-ready,0.34,wind,,,,,,node,valid,75.64,,sensor-ready,75.64,wind,,,,,,node,valid,2.3,,sensor-ready,2.3,node,,,,,,wind,,,,,,wind,,,,,
DMTLY7351,AXGPYFJ7,CLARITY_NODE,day,2024-04-04T00:00:00.000+00:00,2024-04-05T00:00:00.000+00:00,42.45301464,-73.26174029,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,1.69,,calibrated-ready,14.65,node,,,,,,node,,,,,,ozone,,,,,,node,valid,1.29,,calibration-missing,,node,valid,1,,calibration-missing,,node,valid,0.37,,sensor-ready,0.37,node,valid,0,,calibration-missing,,node,valid,0.33,,sensor-ready,0.33,node,valid,0,,calibrated-ready,1.57,node,valid,0,,calibrated-ready,8,node,valid,0.34,,sensor-ready,0.34,wind,,,,,,node,valid,79.39,,sensor-ready,79.39,wind,,,,,,node,valid,1.65,,sensor-ready,1.65,node,,,,,,wind,,,,,,wind,,,,,
DSHNM8883,AF9TLJ9M,CLARITY_NODE,day,2024-04-04T00:00:00.000+00:00,2024-04-05T00:00:00.000+00:00,42.45658,-73.2441,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,8.56,,calibrated-ready,8.54,node,,,,,,node,,,,,,ozone,,,,,,node,valid,1.48,,calibration-missing,,node,valid,1,,calibration-missing,,node,valid,0.41,,sensor-ready,0.41,node,valid,0,,calibration-missing,,node,valid,0.37,,sensor-ready,0.37,node,valid,0,,calibrated-ready,1.65,node,valid,0,,calibrated-ready,9,node,valid,0.38,,sensor-ready,0.38,wind,,,,,,node,valid,76.67,,sensor-ready,76.67,wind,,,,,,node,valid,2.49,,sensor-ready,2.49,node,,,,,,wind,,,,,,wind,,,,,
DXXHJ4229,A3F7VX67,CLARITY_NODE,day,2024-04-04T00:00:00.000+00:00,2024-04-05T00:00:00.000+00:00,42.44963,-73.25216,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,4.42,,calibrated-ready,11.3,node,,,,,,node,,,,,,ozone,,,,,,node,valid,2.05,,calibration-missing,,node,valid,2,,calibration-missing,,node,valid,0.6,,sensor-ready,0.6,node,valid,0,,calibration-missing,,node,valid,0.52,,sensor-ready,0.52,node,valid,1.93,,calibrated-ready,1.63,node,valid,11,,calibrated-ready,9,node,valid,0.54,,sensor-ready,0.54,wind,,,,,,node,valid,79.19,,sensor-ready,79.19,wind,,,,,,node,valid,1.99,,sensor-ready,1.99,node,,,,,,wind,,,,,,wind,,,,,
DYYDT1778,AHPXW4TJ,CLARITY_NODE,day,2024-04-04T00:00:00.000+00:00,2024-04-05T00:00:00.000+00:00,42.120165,-72.585155,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,8.22,,calibrated-ready,8.95,node,,,,,,node,,,,,,ozone,,,,,,node,valid,2.35,,calibration-missing,,node,valid,2,,calibration-missing,,node,valid,1.41,,sensor-ready,1.41,node,valid,0.17,,calibration-missing,,node,valid,1.32,,sensor-ready,1.32,node,valid,1.6,,calibrated-ready,1.82,node,valid,9,,calibrated-ready,10,node,valid,1.37,,sensor-ready,1.37,wind,,,,,,node,valid,81.53,,sensor-ready,81.53,wind,,,,,,node,valid,2.58,,sensor-ready,2.58,node,,,,,,wind,,,,,,wind,,,,,
DEUQJ0073,R2R137TB,REFERENCE_SITE,day,2024-04-04T00:00:00.000+00:00,2024-04-05T00:00:00.000+00:00,42.194401,-72.555603,,,987,,reference-ready,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,reference-ready,0.86,,,0.05,,reference-ready,0.05,,,1.1,,reference-ready,1.1,,,39.53,,reference-ready,39.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,reference-ready,0.48,,,2,,reference-ready,2,,,,,,,,,,,,,,,,,,,,,1.6,,reference-ready,1.6,,,,,,,,,,,,,,,14.77,,reference-ready,14.77,,,4.57,,reference-ready,4.57
DFVWL6197,R4HNMCVW,REFERENCE_SITE,day,2024-04-04T00:00:00.000+00:00,2024-04-05T00:00:00.000+00:00,42.452299,-73.239648,,,959,,reference-ready,959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05,,reference-ready,3.05,,,2.5,,reference-ready,2.5,,,5.65,,reference-ready,5.65,,,40.5,,reference-ready,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,,reference-ready,0.47,,,2,,reference-ready,2,,,,,,,,,,,,,,,,,,,,,1.1,,reference-ready,1.1,,,,,,,,,,,,,,,35.35,,reference-ready,35.35,,,2.84,,reference-ready,2.84
DUNVH1051,RFJR8LZJ,REFERENCE_SITE,day,2024-04-04T00:00:00.000+00:00,2024-04-05T00:00:00.000+00:00,42.120248,-72.58499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.57,,reference-ready,4.57,,,4.43,,reference-ready,4.43,,,9.1,,reference-ready,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,,reference-ready,2.05,,,11,,reference-ready,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DARSM2019,AF64TV9R,CLARITY_NODE,day,2024-04-05T00:00:00.000+00:00,2024-04-06T00:00:00.000+00:00,42.45179,-73.25484,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,1.36,,calibrated-ready,12.95,node,,,,,,node,,,,,,ozone,,,,,,node,valid,1.93,,calibration-missing,,node,valid,1,,calibration-missing,,node,valid,2.17,,sensor-ready,2.17,node,valid,0.32,,calibration-missing,,node,valid,2.07,,sensor-ready,2.07,node,valid,1.69,,calibrated-ready,2.28,node,valid,9,,calibrated-ready,12,node,valid,2.13,,sensor-ready,2.13,wind,,,,,,node,valid,71.31,,sensor-ready,71.31,wind,,,,,,node,valid,3.09,,sensor-ready,3.09,node,,,,,,wind,,,,,,wind,,,,,
DBGKL8516,AGK79VTM,CLARITY_NODE,day,2024-04-05T00:00:00.000+00:00,2024-04-06T00:00:00.000+00:00,42.46803,-73.20072,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,7.72,,calibrated-ready,10.47,node,,,,,,node,,,,,,ozone,,,,,,node,valid,1.8,,calibration-missing,,node,valid,1,,calibration-missing,,node,valid,1.68,,sensor-ready,1.68,node,valid,0.14,,calibration-missing,,node,valid,1.59,,sensor-ready,1.59,node,valid,1.48,,calibrated-ready,2.05,node,valid,8,,calibrated-ready,11,node,valid,1.64,,sensor-ready,1.64,wind,,,,,,node,valid,74.96,,sensor-ready,74.96,wind,,,,,,node,valid,2.16,,sensor-ready,2.16,node,,,,,,wind,,,,,,wind,,,,,
DDTAU0510,AK639KKR,CLARITY_NODE,day,2024-04-05T00:00:00.000+00:00,2024-04-06T00:00:00.000+00:00,42.42506,-73.22515,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,14.89,,calibrated-ready,12.58,node,,,,,,node,,,,,,ozone,,,,,,node,valid,2.52,,calibration-missing,,node,valid,2,,calibration-missing,,node,valid,1.76,,sensor-ready,1.76,node,valid,0.14,,calibration-missing,,node,valid,1.67,,sensor-ready,1.67,node,valid,0.53,,calibrated-ready,2.07,node,valid,3,,calibrated-ready,11,node,valid,1.73,,sensor-ready,1.73,wind,,,,,,node,valid,75.24,,sensor-ready,75.24,wind,,,,,,node,valid,2.44,,sensor-ready,2.44,node,,,,,,wind,,,,,,wind,,,,,
DJFKW1483,ANWQJL6T,CLARITY_NODE,day,2024-04-05T00:00:00.000+00:00,2024-04-06T00:00:00.000+00:00,42.42689,-73.28892,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,9.14,,calibrated-ready,13.33,node,,,,,,node,,,,,,ozone,,,,,,node,valid,7.55,,calibration-missing,,node,valid,6,,calibration-missing,,node,valid,2.14,,sensor-ready,2.14,node,valid,0.33,,calibration-missing,,node,valid,2.02,,sensor-ready,2.02,node,valid,0.83,,calibrated-ready,2.04,node,valid,4,,calibrated-ready,11,node,valid,2.08,,sensor-ready,2.08,wind,,,,,,node,valid,80.77,,sensor-ready,80.77,wind,,,,,,node,valid,0.98,,sensor-ready,0.98,node,,,,,,wind,,,,,,wind,,,,,
DKWAZ4010,AKR3XP4V,CLARITY_NODE,day,2024-04-05T00:00:00.000+00:00,2024-04-06T00:00:00.000+00:00,42.45855,-73.22086,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,6.29,,calibrated-ready,9.98,node,,,,,,node,,,,,,ozone,,,,,,node,valid,2.6,,calibration-missing,,node,valid,2,,calibration-missing,,node,valid,1.79,,sensor-ready,1.79,node,valid,0.13,,calibration-missing,,node,valid,1.7,,sensor-ready,1.7,node,valid,0.51,,calibrated-ready,2.15,node,valid,3,,calibrated-ready,12,node,valid,1.75,,sensor-ready,1.75,wind,,,,,,node,valid,72.09,,sensor-ready,72.09,wind,,,,,,node,valid,2.73,,sensor-ready,2.73,node,,,,,,wind,,,,,,wind,,,,,
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,day,2024-04-05T00:00:00.000+00:00,2024-04-06T00:00:00.000+00:00,42.42171656,-73.20349336,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,8.03,,calibrated-ready,11.63,node,,,,,,node,,,,,,ozone,,,,,,node,valid,1.72,,calibration-missing,,node,valid,1,,calibration-missing,,node,valid,1.86,,sensor-ready,1.86,node,valid,0.14,,calibration-missing,,node,valid,1.77,,sensor-ready,1.77,node,valid,1.54,,calibrated-ready,2.11,node,valid,8,,calibrated-ready,12,node,valid,1.82,,sensor-ready,1.82,wind,,,,,,node,valid,74.91,,sensor-ready,74.91,wind,,,,,,node,valid,1.7,,sensor-ready,1.7,node,,,,,,wind,,,,,,wind,,,,,
DMTLY7351,AXGPYFJ7,CLARITY_NODE,day,2024-04-05T00:00:00.000+00:00,2024-04-06T00:00:00.000+00:00,42.45301464,-73.26174029,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,4.38,,calibrated-ready,16.76,node,,,,,,node,,,,,,ozone,,,,,,node,valid,3.06,,calibration-missing,,node,valid,3,,calibration-missing,,node,valid,1.97,,sensor-ready,1.97,node,valid,0.24,,calibration-missing,,node,valid,1.87,,sensor-ready,1.87,node,valid,0.72,,calibrated-ready,2.14,node,valid,4,,calibrated-ready,12,node,valid,1.93,,sensor-ready,1.93,wind,,,,,,node,valid,74.84,,sensor-ready,74.84,wind,,,,,,node,valid,2.08,,sensor-ready,2.08,node,,,,,,wind,,,,,,wind,,,,,
DSHNM8883,AF9TLJ9M,CLARITY_NODE,day,2024-04-05T00:00:00.000+00:00,2024-04-06T00:00:00.000+00:00,42.45658,-73.2441,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,9.72,,calibrated-ready,10.03,node,,,,,,node,,,,,,ozone,,,,,,node,valid,2.9,,calibration-missing,,node,valid,2,,calibration-missing,,node,valid,1.86,,sensor-ready,1.86,node,valid,0.21,,calibration-missing,,node,valid,1.77,,sensor-ready,1.77,node,valid,0.64,,calibrated-ready,2.1,node,valid,3,,calibrated-ready,12,node,valid,1.82,,sensor-ready,1.82,wind,,,,,,node,valid,75.17,,sensor-ready,75.17,wind,,,,,,node,valid,2.01,,sensor-ready,2.01,node,,,,,,wind,,,,,,wind,,,,,
DXXHJ4229,A3F7VX67,CLARITY_NODE,day,2024-04-05T00:00:00.000+00:00,2024-04-06T00:00:00.000+00:00,42.44963,-73.25216,wind,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,blackcarbon,,,,,,node,,,,,,node,,,,,,node,valid,5.91,,calibrated-ready,14.06,node,,,,,,node,,,,,,ozone,,,,,,node,valid,3.07,,calibration-missing,,node,valid,3,,calibration-missing,,node,valid,1.8,,sensor-ready,1.8,node,valid,0.1,,calibration-missing,,node,valid,1.68,,sensor-ready,1.68,node,valid,2.53,,calibrated-ready,2.08,node,valid,14,,calibrated-ready,11,node,valid,1.74,,sensor-ready,1.74,wind,,,,,,node,valid,74.89,,sensor-ready,74.89,wind,,,,,,node,valid,2.21,,sensor-ready,2.21,node,,,,,,wind,,,,,,wind,,,,,
