datasourceId,sourceId,sourceType,StartOfPeriod,endOfPeriod,locationLatitude,locationLongitude,no2Conc1HourMean.qcAssessment,no2Conc1HourMean.status,no2Conc1HourMean.value,pm10ConcMass1HourMean.qcAssessment,pm10ConcMass1HourMean.raw,pm2_5ConcMass1HourMean.qcAssessment,pm2_5ConcMass1HourMean.status,pm2_5ConcMass1HourMean.value
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;11;30;21,2024;11;30;22,42.42689,-73.28892,valid,calibrated-ready,24.18,valid,20.57,valid,calibrated-ready,4.53
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;11;30;21,2024;11;30;22,42.45855,-73.22086,valid,calibrated-ready,10.17,valid,9.63,valid,calibrated-ready,3.63
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;11;30;21,2024;11;30;22,42.42171656,-73.20349336,valid,calibrated-ready,14.57,valid,8.4,valid,calibrated-ready,3.4
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;11;30;21,2024;11;30;22,42.45301464,-73.26174029,valid,calibrated-ready,12.4,valid,10.32,valid,calibrated-ready,3.46
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;11;30;21,2024;11;30;22,42.45658,-73.2441,valid,calibrated-ready,17.13,valid,12.16,valid,calibrated-ready,3.54
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;11;30;21,2024;11;30;22,42.44963,-73.25216,valid,calibrated-ready,16.89,valid,4.13,valid,calibrated-ready,2.48
DARSM2019,AF64TV9R,CLARITY_NODE,2024;11;30;22,2024;11;30;23,42.45179,-73.25484,valid,calibrated-ready,16.6,valid,9.44,valid,calibrated-ready,4.05
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;11;30;22,2024;11;30;23,42.46803,-73.20072,valid,calibrated-ready,18.06,valid,6.17,valid,calibrated-ready,3.15
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;11;30;22,2024;11;30;23,42.42689,-73.28892,valid,calibrated-ready,25.66,valid,20.56,valid,calibrated-ready,4.57
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;11;30;22,2024;11;30;23,42.45855,-73.22086,valid,calibrated-ready,12.75,valid,9.44,valid,calibrated-ready,3.43
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;11;30;22,2024;11;30;23,42.42171656,-73.20349336,valid,calibrated-ready,15.82,valid,9.21,valid,calibrated-ready,3.63
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;11;30;22,2024;11;30;23,42.45301464,-73.26174029,valid,calibrated-ready,13.7,valid,10.99,valid,calibrated-ready,3.56
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;11;30;22,2024;11;30;23,42.45658,-73.2441,valid,calibrated-ready,17.97,valid,12.47,valid,calibrated-ready,3.6
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;11;30;22,2024;11;30;23,42.44963,-73.25216,valid,calibrated-ready,15.45,valid,5.04,valid,calibrated-ready,2.67
DARSM2019,AF64TV9R,CLARITY_NODE,2024;11;30;23,2024;12;01;00,42.45179,-73.25484,valid,calibrated-ready,16.47,valid,9.67,valid,calibrated-ready,4.05
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;11;30;23,2024;12;01;00,42.46803,-73.20072,valid,calibrated-ready,17.68,valid,6.58,valid,calibrated-ready,3.15
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;11;30;23,2024;12;01;00,42.42689,-73.28892,valid,calibrated-ready,24.87,valid,24.17,valid,calibrated-ready,4.85
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;11;30;23,2024;12;01;00,42.45855,-73.22086,valid,calibrated-ready,14.23,valid,11.34,valid,calibrated-ready,3.79
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;11;30;23,2024;12;01;00,42.42171656,-73.20349336,valid,calibrated-ready,15.31,valid,10.67,valid,calibrated-ready,3.75
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;11;30;23,2024;12;01;00,42.45301464,-73.26174029,valid,calibrated-ready,15.1,valid,14.77,valid,calibrated-ready,3.86
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;11;30;23,2024;12;01;00,42.45658,-73.2441,valid,calibrated-ready,17.49,valid,14.88,valid,calibrated-ready,3.74
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;11;30;23,2024;12;01;00,42.44963,-73.25216,valid,calibrated-ready,16.9,valid,5.36,valid,calibrated-ready,2.6
DARSM2019,AF64TV9R,CLARITY_NODE,2024;12;01;00,2024;12;01;01,42.45179,-73.25484,valid,calibrated-ready,16.13,valid,13.53,valid,calibrated-ready,4.52
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;12;01;00,2024;12;01;01,42.46803,-73.20072,valid,calibrated-ready,15.97,valid,9.5,valid,calibrated-ready,3.39
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;12;01;00,2024;12;01;01,42.42689,-73.28892,valid,calibrated-ready,24.79,valid,27.5,valid,calibrated-ready,5.08
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;12;01;00,2024;12;01;01,42.45855,-73.22086,valid,calibrated-ready,15.24,valid,17.14,valid,calibrated-ready,4.36
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;12;01;00,2024;12;01;01,42.42171656,-73.20349336,valid,calibrated-ready,14.73,valid,11.64,valid,calibrated-ready,3.78
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;12;01;00,2024;12;01;01,42.45301464,-73.26174029,valid,calibrated-ready,14.82,valid,17.7,valid,calibrated-ready,4.12
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;12;01;00,2024;12;01;01,42.45658,-73.2441,valid,calibrated-ready,16.7,valid,17.38,valid,calibrated-ready,4.14
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;12;01;00,2024;12;01;01,42.44963,-73.25216,valid,calibrated-ready,15.38,valid,5.68,valid,calibrated-ready,2.69
DARSM2019,AF64TV9R,CLARITY_NODE,2024;12;01;01,2024;12;01;02,42.45179,-73.25484,valid,calibrated-ready,16.7,valid,14.16,valid,calibrated-ready,4.48
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;12;01;01,2024;12;01;02,42.46803,-73.20072,valid,calibrated-ready,17.89,valid,7.53,valid,calibrated-ready,3.18
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;12;01;01,2024;12;01;02,42.42689,-73.28892,valid,calibrated-ready,25.43,valid,24.99,valid,calibrated-ready,4.84
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;12;01;01,2024;12;01;02,42.45855,-73.22086,valid,calibrated-ready,16.29,valid,16.44,valid,calibrated-ready,4.22
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;12;01;01,2024;12;01;02,42.42171656,-73.20349336,valid,calibrated-ready,15.93,valid,13.13,valid,calibrated-ready,4
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;12;01;01,2024;12;01;02,42.45301464,-73.26174029,valid,calibrated-ready,15.02,valid,17.08,valid,calibrated-ready,4.07
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;12;01;01,2024;12;01;02,42.45658,-73.2441,valid,calibrated-ready,17.43,valid,17.59,valid,calibrated-ready,3.92
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;12;01;01,2024;12;01;02,42.44963,-73.25216,valid,calibrated-ready,17.4,valid,5.04,valid,calibrated-ready,2.51
DARSM2019,AF64TV9R,CLARITY_NODE,2024;12;01;02,2024;12;01;03,42.45179,-73.25484,valid,calibrated-ready,16.25,valid,13.28,valid,calibrated-ready,4.28
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;12;01;02,2024;12;01;03,42.46803,-73.20072,valid,calibrated-ready,18.07,valid,6.64,valid,calibrated-ready,3.12
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;12;01;02,2024;12;01;03,42.42689,-73.28892,valid,calibrated-ready,27.17,valid,27.28,valid,calibrated-ready,4.61
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;12;01;02,2024;12;01;03,42.45855,-73.22086,valid,calibrated-ready,14.36,valid,14.82,valid,calibrated-ready,4.04
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;12;01;02,2024;12;01;03,42.42171656,-73.20349336,valid,calibrated-ready,16.98,valid,12.15,valid,calibrated-ready,3.73
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;12;01;02,2024;12;01;03,42.45301464,-73.26174029,valid,calibrated-ready,15.17,valid,18.92,valid,calibrated-ready,4.13
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;12;01;02,2024;12;01;03,42.45658,-73.2441,valid,calibrated-ready,17.74,valid,17.15,valid,calibrated-ready,4.01
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;12;01;02,2024;12;01;03,42.44963,-73.25216,valid,calibrated-ready,18.65,valid,6.4,valid,calibrated-ready,2.69
DARSM2019,AF64TV9R,CLARITY_NODE,2024;12;01;03,2024;12;01;04,42.45179,-73.25484,valid,calibrated-ready,16.36,valid,13.42,valid,calibrated-ready,4.33
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;12;01;03,2024;12;01;04,42.46803,-73.20072,valid,calibrated-ready,17.49,valid,7.54,valid,calibrated-ready,3.18
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;12;01;03,2024;12;01;04,42.42689,-73.28892,valid,calibrated-ready,26.98,valid,26.58,valid,calibrated-ready,4.88
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;12;01;03,2024;12;01;04,42.45855,-73.22086,valid,calibrated-ready,15.84,valid,14,valid,calibrated-ready,3.77
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;12;01;03,2024;12;01;04,42.42171656,-73.20349336,valid,calibrated-ready,17.51,valid,13.49,valid,calibrated-ready,3.87
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;12;01;03,2024;12;01;04,42.45301464,-73.26174029,valid,calibrated-ready,15.31,valid,17.41,valid,calibrated-ready,3.96
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;12;01;03,2024;12;01;04,42.45658,-73.2441,valid,calibrated-ready,17.65,valid,19.57,valid,calibrated-ready,4.07
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;12;01;03,2024;12;01;04,42.44963,-73.25216,valid,calibrated-ready,16.61,valid,4.47,valid,calibrated-ready,2.4
DARSM2019,AF64TV9R,CLARITY_NODE,2024;12;01;04,2024;12;01;05,42.45179,-73.25484,valid,calibrated-ready,16.64,valid,13.03,valid,calibrated-ready,4.24
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;12;01;04,2024;12;01;05,42.46803,-73.20072,valid,calibrated-ready,17.59,valid,8,valid,calibrated-ready,3.16
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;12;01;04,2024;12;01;05,42.42689,-73.28892,valid,calibrated-ready,27.48,valid,25.18,valid,calibrated-ready,4.4
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;12;01;04,2024;12;01;05,42.45855,-73.22086,valid,calibrated-ready,17.19,valid,13.85,valid,calibrated-ready,3.87
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;12;01;04,2024;12;01;05,42.42171656,-73.20349336,valid,calibrated-ready,17.61,valid,13.14,valid,calibrated-ready,3.91
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;12;01;04,2024;12;01;05,42.45301464,-73.26174029,valid,calibrated-ready,14.94,valid,16.86,valid,calibrated-ready,3.89
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;12;01;04,2024;12;01;05,42.45658,-73.2441,valid,calibrated-ready,18.3,valid,18.44,valid,calibrated-ready,3.87
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;12;01;04,2024;12;01;05,42.44963,-73.25216,valid,calibrated-ready,16.39,valid,5.12,valid,calibrated-ready,2.47
DARSM2019,AF64TV9R,CLARITY_NODE,2024;12;01;05,2024;12;01;06,42.45179,-73.25484,valid,calibrated-ready,17.22,valid,11.33,valid,calibrated-ready,4.12
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;12;01;05,2024;12;01;06,42.46803,-73.20072,valid,calibrated-ready,18.2,valid,6.58,valid,calibrated-ready,3.08
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;12;01;05,2024;12;01;06,42.42689,-73.28892,valid,calibrated-ready,28.28,valid,23.4,valid,calibrated-ready,3.94
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;12;01;05,2024;12;01;06,42.45855,-73.22086,valid,calibrated-ready,15.99,valid,14.81,valid,calibrated-ready,3.93
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;12;01;05,2024;12;01;06,42.42171656,-73.20349336,valid,calibrated-ready,18.53,valid,13.28,valid,calibrated-ready,3.85
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;12;01;05,2024;12;01;06,42.45301464,-73.26174029,valid,calibrated-ready,13.81,valid,16.37,valid,calibrated-ready,4.06
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;12;01;05,2024;12;01;06,42.45658,-73.2441,valid,calibrated-ready,18.52,valid,17.83,valid,calibrated-ready,3.78
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;12;01;05,2024;12;01;06,42.44963,-73.25216,valid,calibrated-ready,17.04,valid,3.77,valid,calibrated-ready,2.51
DARSM2019,AF64TV9R,CLARITY_NODE,2024;12;01;06,2024;12;01;07,42.45179,-73.25484,valid,calibrated-ready,16.98,valid,11.95,valid,calibrated-ready,4.14
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;12;01;06,2024;12;01;07,42.46803,-73.20072,valid,calibrated-ready,18.36,valid,6.24,valid,calibrated-ready,2.99
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;12;01;06,2024;12;01;07,42.42689,-73.28892,valid,calibrated-ready,28.87,valid,30.05,valid,calibrated-ready,5.28
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;12;01;06,2024;12;01;07,42.45855,-73.22086,valid,calibrated-ready,16.94,valid,13.26,valid,calibrated-ready,3.64
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;12;01;06,2024;12;01;07,42.42171656,-73.20349336,valid,calibrated-ready,18.94,valid,12.15,valid,calibrated-ready,3.68
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;12;01;06,2024;12;01;07,42.45301464,-73.26174029,valid,calibrated-ready,15.77,valid,17.78,valid,calibrated-ready,3.85
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;12;01;06,2024;12;01;07,42.45658,-73.2441,valid,calibrated-ready,20.28,valid,19.36,valid,calibrated-ready,3.86
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;12;01;06,2024;12;01;07,42.44963,-73.25216,valid,calibrated-ready,17.37,valid,4.39,valid,calibrated-ready,2.5
DARSM2019,AF64TV9R,CLARITY_NODE,2024;12;01;07,2024;12;01;08,42.45179,-73.25484,valid,calibrated-ready,16.05,valid,13.12,valid,calibrated-ready,4.27
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;12;01;07,2024;12;01;08,42.46803,-73.20072,valid,calibrated-ready,17.67,valid,7.91,valid,calibrated-ready,3.22
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;12;01;07,2024;12;01;08,42.42689,-73.28892,valid,calibrated-ready,28.65,valid,34.55,valid,calibrated-ready,6.13
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;12;01;07,2024;12;01;08,42.45855,-73.22086,valid,calibrated-ready,16.88,valid,16.96,valid,calibrated-ready,4.24
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;12;01;07,2024;12;01;08,42.42171656,-73.20349336,valid,calibrated-ready,18.59,valid,14.37,valid,calibrated-ready,3.93
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;12;01;07,2024;12;01;08,42.45301464,-73.26174029,valid,calibrated-ready,15.65,valid,18.36,valid,calibrated-ready,4.08
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;12;01;07,2024;12;01;08,42.45658,-73.2441,valid,calibrated-ready,18.02,valid,18.65,valid,calibrated-ready,4
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;12;01;07,2024;12;01;08,42.44963,-73.25216,valid,calibrated-ready,17.2,valid,4.46,valid,calibrated-ready,2.46
DARSM2019,AF64TV9R,CLARITY_NODE,2024;12;01;08,2024;12;01;09,42.45179,-73.25484,valid,calibrated-ready,15.88,valid,15.07,valid,calibrated-ready,4.55
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;12;01;08,2024;12;01;09,42.46803,-73.20072,valid,calibrated-ready,17.85,valid,10.06,valid,calibrated-ready,3.4
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;12;01;08,2024;12;01;09,42.42689,-73.28892,valid,calibrated-ready,28.07,valid,29.15,valid,calibrated-ready,4.5
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;12;01;08,2024;12;01;09,42.45855,-73.22086,valid,calibrated-ready,19.92,valid,15.42,valid,calibrated-ready,3.85
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;12;01;08,2024;12;01;09,42.42171656,-73.20349336,valid,calibrated-ready,18.78,valid,14.41,valid,calibrated-ready,3.87
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;12;01;08,2024;12;01;09,42.45301464,-73.26174029,valid,calibrated-ready,17.18,valid,21.33,valid,calibrated-ready,4.28
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;12;01;08,2024;12;01;09,42.45658,-73.2441,valid,calibrated-ready,21.82,valid,21.4,valid,calibrated-ready,4.02
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;12;01;08,2024;12;01;09,42.44963,-73.25216,valid,calibrated-ready,17.55,valid,3.92,valid,calibrated-ready,2.4
DARSM2019,AF64TV9R,CLARITY_NODE,2024;12;01;09,2024;12;01;10,42.45179,-73.25484,valid,calibrated-ready,16.69,valid,15.64,valid,calibrated-ready,4.35
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;12;01;09,2024;12;01;10,42.46803,-73.20072,valid,calibrated-ready,17.95,valid,8.32,valid,calibrated-ready,3.47
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;12;01;09,2024;12;01;10,42.42689,-73.28892,valid,calibrated-ready,30.09,valid,35.48,valid,calibrated-ready,4.85
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;12;01;09,2024;12;01;10,42.45855,-73.22086,valid,calibrated-ready,22.01,valid,13.69,valid,calibrated-ready,3.69
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;12;01;09,2024;12;01;10,42.42171656,-73.20349336,valid,calibrated-ready,19.05,valid,15.26,valid,calibrated-ready,3.76
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;12;01;09,2024;12;01;10,42.45301464,-73.26174029,valid,calibrated-ready,20.83,valid,20.79,valid,calibrated-ready,3.92
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;12;01;09,2024;12;01;10,42.45658,-73.2441,valid,calibrated-ready,22.83,valid,20.03,valid,calibrated-ready,3.91
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;12;01;09,2024;12;01;10,42.44963,-73.25216,valid,calibrated-ready,18.72,valid,5.18,valid,calibrated-ready,2.29
DARSM2019,AF64TV9R,CLARITY_NODE,2024;12;01;10,2024;12;01;11,42.45179,-73.25484,valid,calibrated-ready,18.21,valid,16.1,valid,calibrated-ready,4.24
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;12;01;10,2024;12;01;11,42.46803,-73.20072,valid,calibrated-ready,19.79,valid,7.31,valid,calibrated-ready,2.88
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;12;01;10,2024;12;01;11,42.42689,-73.28892,valid,calibrated-ready,32.02,valid,29.16,valid,calibrated-ready,4.26
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;12;01;10,2024;12;01;11,42.45855,-73.22086,valid,calibrated-ready,22.98,valid,15.17,valid,calibrated-ready,3.66
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;12;01;10,2024;12;01;11,42.42171656,-73.20349336,valid,calibrated-ready,20.65,valid,18.06,valid,calibrated-ready,3.99
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;12;01;10,2024;12;01;11,42.45301464,-73.26174029,valid,calibrated-ready,22.08,valid,23.65,valid,calibrated-ready,4.08
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;12;01;10,2024;12;01;11,42.45658,-73.2441,valid,calibrated-ready,24.01,valid,19.6,valid,calibrated-ready,3.9
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;12;01;10,2024;12;01;11,42.44963,-73.25216,valid,calibrated-ready,20.15,valid,3.12,valid,calibrated-ready,2.17
DARSM2019,AF64TV9R,CLARITY_NODE,2024;12;01;11,2024;12;01;12,42.45179,-73.25484,valid,calibrated-ready,19.66,valid,16.31,valid,calibrated-ready,4.37
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;12;01;11,2024;12;01;12,42.46803,-73.20072,valid,calibrated-ready,20.86,valid,7.47,valid,calibrated-ready,2.84
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;12;01;11,2024;12;01;12,42.42689,-73.28892,valid,calibrated-ready,34,valid,34.42,valid,calibrated-ready,4.28
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;12;01;11,2024;12;01;12,42.45855,-73.22086,valid,calibrated-ready,24.69,valid,16.1,valid,calibrated-ready,3.6
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;12;01;11,2024;12;01;12,42.42171656,-73.20349336,valid,calibrated-ready,25.07,valid,16.48,valid,calibrated-ready,3.72
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;12;01;11,2024;12;01;12,42.45301464,-73.26174029,valid,calibrated-ready,26.29,valid,24.18,valid,calibrated-ready,3.89
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;12;01;11,2024;12;01;12,42.45658,-73.2441,valid,calibrated-ready,26.72,valid,21.65,valid,calibrated-ready,3.87
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;12;01;11,2024;12;01;12,42.44963,-73.25216,valid,calibrated-ready,20.98,valid,5.16,valid,calibrated-ready,2.27
DARSM2019,AF64TV9R,CLARITY_NODE,2024;12;01;12,2024;12;01;13,42.45179,-73.25484,valid,calibrated-ready,22.47,valid,17.51,valid,calibrated-ready,4.57
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;12;01;12,2024;12;01;13,42.46803,-73.20072,valid,calibrated-ready,22.35,valid,8.64,valid,calibrated-ready,2.98
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;12;01;12,2024;12;01;13,42.42689,-73.28892,valid,calibrated-ready,35.02,valid,32.97,valid,calibrated-ready,4.24
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;12;01;12,2024;12;01;13,42.45855,-73.22086,valid,calibrated-ready,26.91,valid,22.15,valid,calibrated-ready,4.17
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;12;01;12,2024;12;01;13,42.42171656,-73.20349336,valid,calibrated-ready,24.52,valid,16.41,valid,calibrated-ready,3.68
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;12;01;12,2024;12;01;13,42.45301464,-73.26174029,valid,calibrated-ready,29.29,valid,28.22,valid,calibrated-ready,4.57
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;12;01;12,2024;12;01;13,42.45658,-73.2441,valid,calibrated-ready,30.15,valid,20.56,valid,calibrated-ready,3.87
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;12;01;12,2024;12;01;13,42.44963,-73.25216,valid,calibrated-ready,23.23,valid,5.03,valid,calibrated-ready,2.39
DARSM2019,AF64TV9R,CLARITY_NODE,2024;12;01;13,2024;12;01;14,42.45179,-73.25484,valid,calibrated-ready,20.62,valid,20.12,valid,calibrated-ready,4.89
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;12;01;13,2024;12;01;14,42.46803,-73.20072,valid,calibrated-ready,22.55,valid,9.78,valid,calibrated-ready,3.17
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;12;01;13,2024;12;01;14,42.42689,-73.28892,valid,calibrated-ready,35.93,valid,30.78,valid,calibrated-ready,4.32
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;12;01;13,2024;12;01;14,42.45855,-73.22086,valid,calibrated-ready,25.82,valid,18.56,valid,calibrated-ready,4.13
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;12;01;13,2024;12;01;14,42.42171656,-73.20349336,valid,calibrated-ready,25.68,valid,21.33,valid,calibrated-ready,4.37
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;12;01;13,2024;12;01;14,42.45301464,-73.26174029,valid,calibrated-ready,23.33,valid,29.05,valid,calibrated-ready,4.48
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;12;01;13,2024;12;01;14,42.45658,-73.2441,valid,calibrated-ready,29.56,valid,25.38,valid,calibrated-ready,4.18
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;12;01;13,2024;12;01;14,42.44963,-73.25216,valid,calibrated-ready,20.65,valid,4.91,valid,calibrated-ready,2.47
DARSM2019,AF64TV9R,CLARITY_NODE,2024;12;01;14,2024;12;01;15,42.45179,-73.25484,valid,calibrated-ready,21.93,valid,17.13,valid,calibrated-ready,4.7
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;12;01;14,2024;12;01;15,42.46803,-73.20072,valid,calibrated-ready,20.4,valid,9.45,valid,calibrated-ready,3.32
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;12;01;14,2024;12;01;15,42.42689,-73.28892,valid,calibrated-ready,34.4,valid,30.63,valid,calibrated-ready,4.76
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;12;01;14,2024;12;01;15,42.45855,-73.22086,valid,calibrated-ready,17.55,valid,16.81,valid,calibrated-ready,4.12
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;12;01;14,2024;12;01;15,42.42171656,-73.20349336,valid,calibrated-ready,25.27,valid,15.82,valid,calibrated-ready,4.25
DMTLY7351,AXGPYFJ7,CLARITY_NODE,2024;12;01;14,2024;12;01;15,42.45301464,-73.26174029,valid,calibrated-ready,17.4,valid,23.93,valid,calibrated-ready,4.51
DSHNM8883,AF9TLJ9M,CLARITY_NODE,2024;12;01;14,2024;12;01;15,42.45658,-73.2441,valid,calibrated-ready,23.77,valid,23.69,valid,calibrated-ready,4.27
DXXHJ4229,A3F7VX67,CLARITY_NODE,2024;12;01;14,2024;12;01;15,42.44963,-73.25216,valid,calibrated-ready,20.13,valid,5.24,valid,calibrated-ready,2.5
DARSM2019,AF64TV9R,CLARITY_NODE,2024;12;01;15,2024;12;01;16,42.45179,-73.25484,valid,calibrated-ready,19.95,valid,17.32,valid,calibrated-ready,5.04
DBGKL8516,AGK79VTM,CLARITY_NODE,2024;12;01;15,2024;12;01;16,42.46803,-73.20072,valid,calibrated-ready,20.68,valid,9.64,valid,calibrated-ready,3.48
DJFKW1483,ANWQJL6T,CLARITY_NODE,2024;12;01;15,2024;12;01;16,42.42689,-73.28892,valid,calibrated-ready,34.59,valid,29.03,valid,calibrated-ready,5.07
DKWAZ4010,AKR3XP4V,CLARITY_NODE,2024;12;01;15,2024;12;01;16,42.45855,-73.22086,valid,calibrated-ready,8.4,valid,16.46,valid,calibrated-ready,4.38
DLWGJ5363,AFVGL7MJ,CLARITY_NODE,2024;12;01;15,2024;12;01;16,42.42171656,-73.20349336,valid,calibrated-ready,21.42,valid,15.92,valid,calibrated-ready,4.56
